"","name","longitude","latitude","issues","prov","key","scientificName","datasetKey","publishingOrgKey","installationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","hostingOrganizationKey","basisOfRecord","occurrenceStatus","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","iucnRedListCategory","dateIdentified","coordinateUncertaintyInMeters","stateProvince","year","month","day","eventDate","modified","lastInterpreted","references","license","isInCluster","inCluster","geodeticDatum","class","countryCode","country","rightsHolder","identifier","http://unknown.org/nick","verbatimEventDate","datasetName","gbifID","verbatimLocality","collectionCode","occurrenceID","taxonID","recordedBy","catalogNumber","institutionCode","eventTime","identifiedBy","http://unknown.org/captive","identificationID","occurrenceRemarks","informationWithheld","reproductiveCondition","identificationRemarks","projectId","individualCount","elevation","recordNumber","habitat","associatedTaxa","http://unknown.org/recordId","locality","county","otherCatalogNumbers","rights","startDayOfYear","verbatimElevation","collectionID","http://unknown.org/recordID","dataGeneralizations","accessRights","higherClassification","institutionKey","collectionKey","institutionID","http://unknown.org/recordEnteredBy","sampleSizeUnit","sampleSizeValue","identificationReferences","eventID","georeferenceProtocol","samplingEffort","footprintWKT","georeferenceRemarks","locationRemarks","locationID","nameAccordingToID","samplingProtocol","municipality","elevationAccuracy","networkKeys","continent","higherGeography","endDayOfYear","type","georeferencedBy","georeferenceVerificationStatus","georeferenceSources","lifeStage","vernacularName"
"179","Asclepias speciosa Torr.","-104.969722","39.801944","cdround,cudc,osiic","gbif","2977363542","Asclepias speciosa Torr.","14d5676a-2c54-4f94-9023-1e8dcd822aa0","da86174a-a605-43a4-a5e8-53d484152cd3","fe1a98a6-82b8-4652-86d6-d0f938207f67","FR","DWC_ARCHIVE","2021-11-20T15:33:42.330+00:00","2022-01-29T13:05:53.919+00:00","22","da86174a-a605-43a4-a5e8-53d484152cd3","HUMAN_OBSERVATION","PRESENT","3170260","6","7707728","220","412","6701","3170229","3170260","3170260","Asclepias speciosa Torr.","Plantae","Tracheophyta","Gentianales","Apocynaceae","Asclepias","Asclepias speciosa","Asclepias","speciosa","SPECIES","ACCEPTED","NE",NA,"NA",NA,"2020","6","19","18432",NA,"2022-01-29T13:05:53.919+00:00",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","FALSE","FALSE","WGS84","Magnoliopsida","US","United States of America",NA,"q-10197795025",NA,NA,NA,"2977363542",NA,NA,"q-10197795025",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"queries","1","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA","NULL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"180","Asclepias speciosa Torr.","-122.283925","41.186793","cdround,cudc,osiic","gbif","2977379079","Asclepias speciosa Torr.","14d5676a-2c54-4f94-9023-1e8dcd822aa0","da86174a-a605-43a4-a5e8-53d484152cd3","fe1a98a6-82b8-4652-86d6-d0f938207f67","FR","DWC_ARCHIVE","2021-11-20T15:33:42.330+00:00","2022-01-29T13:04:37.425+00:00","22","da86174a-a605-43a4-a5e8-53d484152cd3","HUMAN_OBSERVATION","PRESENT","3170260","6","7707728","220","412","6701","3170229","3170260","3170260","Asclepias speciosa Torr.","Plantae","Tracheophyta","Gentianales","Apocynaceae","Asclepias","Asclepias speciosa","Asclepias","speciosa","SPECIES","ACCEPTED","NE",NA,"12",NA,"2020","6","13","18426",NA,"2022-01-29T13:04:37.425+00:00",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","FALSE","FALSE","WGS84","Magnoliopsida","US","United States of America",NA,"q-10192736074",NA,NA,NA,"2977379079",NA,NA,"q-10192736074",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"queries","1","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA","NULL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"181","Asclepias speciosa Torr.","-120.325858","47.454647","cdround,cudc,osiic","gbif","2977388179","Asclepias speciosa Torr.","14d5676a-2c54-4f94-9023-1e8dcd822aa0","da86174a-a605-43a4-a5e8-53d484152cd3","fe1a98a6-82b8-4652-86d6-d0f938207f67","FR","DWC_ARCHIVE","2021-11-20T15:33:42.330+00:00","2022-01-29T13:05:52.611+00:00","22","da86174a-a605-43a4-a5e8-53d484152cd3","HUMAN_OBSERVATION","PRESENT","3170260","6","7707728","220","412","6701","3170229","3170260","3170260","Asclepias speciosa Torr.","Plantae","Tracheophyta","Gentianales","Apocynaceae","Asclepias","Asclepias speciosa","Asclepias","speciosa","SPECIES","ACCEPTED","NE",NA,"NA",NA,"2020","6","13","18426",NA,"2022-01-29T13:05:52.611+00:00",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","FALSE","FALSE","WGS84","Magnoliopsida","US","United States of America",NA,"q-10192970669",NA,NA,NA,"2977388179",NA,NA,"q-10192970669",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"queries","1","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA","NULL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"182","Asclepias speciosa Torr.","-104.879209","39.758487","cdround,cudc,osiic","gbif","2977391739","Asclepias speciosa Torr.","14d5676a-2c54-4f94-9023-1e8dcd822aa0","da86174a-a605-43a4-a5e8-53d484152cd3","fe1a98a6-82b8-4652-86d6-d0f938207f67","FR","DWC_ARCHIVE","2021-11-20T15:33:42.330+00:00","2022-01-29T13:04:37.162+00:00","22","da86174a-a605-43a4-a5e8-53d484152cd3","HUMAN_OBSERVATION","PRESENT","3170260","6","7707728","220","412","6701","3170229","3170260","3170260","Asclepias speciosa Torr.","Plantae","Tracheophyta","Gentianales","Apocynaceae","Asclepias","Asclepias speciosa","Asclepias","speciosa","SPECIES","ACCEPTED","NE",NA,"4.92",NA,"2020","6","20","18433",NA,"2022-01-29T13:04:37.162+00:00",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","FALSE","FALSE","WGS84","Magnoliopsida","US","United States of America",NA,"q-10198682493",NA,NA,NA,"2977391739",NA,NA,"q-10198682493",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"queries","1","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA","NULL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"183","Asclepias speciosa Torr.","-105.234877","40.040749","cdround,cudc,osiic","gbif","2977392148","Asclepias speciosa Torr.","14d5676a-2c54-4f94-9023-1e8dcd822aa0","da86174a-a605-43a4-a5e8-53d484152cd3","fe1a98a6-82b8-4652-86d6-d0f938207f67","FR","DWC_ARCHIVE","2021-11-20T15:33:42.330+00:00","2022-01-29T13:05:35.007+00:00","22","da86174a-a605-43a4-a5e8-53d484152cd3","HUMAN_OBSERVATION","PRESENT","3170260","6","7707728","220","412","6701","3170229","3170260","3170260","Asclepias speciosa Torr.","Plantae","Tracheophyta","Gentianales","Apocynaceae","Asclepias","Asclepias speciosa","Asclepias","speciosa","SPECIES","ACCEPTED","NE",NA,"30",NA,"2020","6","21","18434",NA,"2022-01-29T13:05:35.007+00:00",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","FALSE","FALSE","WGS84","Magnoliopsida","US","United States of America",NA,"q-10200103459",NA,NA,NA,"2977392148",NA,NA,"q-10200103459",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"queries","1","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA","NULL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"184","Asclepias speciosa Torr.","-111.932987","43.682482","cdround,cudc,osiic","gbif","2977392157","Asclepias speciosa Torr.","14d5676a-2c54-4f94-9023-1e8dcd822aa0","da86174a-a605-43a4-a5e8-53d484152cd3","fe1a98a6-82b8-4652-86d6-d0f938207f67","FR","DWC_ARCHIVE","2021-11-20T15:33:42.330+00:00","2022-01-29T13:05:50.255+00:00","22","da86174a-a605-43a4-a5e8-53d484152cd3","HUMAN_OBSERVATION","PRESENT","3170260","6","7707728","220","412","6701","3170229","3170260","3170260","Asclepias speciosa Torr.","Plantae","Tracheophyta","Gentianales","Apocynaceae","Asclepias","Asclepias speciosa","Asclepias","speciosa","SPECIES","ACCEPTED","NE",NA,"4.16",NA,"2020","6","22","18435",NA,"2022-01-29T13:05:50.255+00:00",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","FALSE","FALSE","WGS84","Magnoliopsida","US","United States of America",NA,"q-10200161103",NA,NA,NA,"2977392157",NA,NA,"q-10200161103",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"queries","1","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA","NULL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"185","Asclepias speciosa Torr.","-105.14429","39.76322","cdround,cudc,osiic","gbif","2977403607","Asclepias speciosa Torr.","14d5676a-2c54-4f94-9023-1e8dcd822aa0","da86174a-a605-43a4-a5e8-53d484152cd3","fe1a98a6-82b8-4652-86d6-d0f938207f67","FR","DWC_ARCHIVE","2021-11-20T15:33:42.330+00:00","2022-01-29T13:05:53.595+00:00","22","da86174a-a605-43a4-a5e8-53d484152cd3","HUMAN_OBSERVATION","PRESENT","3170260","6","7707728","220","412","6701","3170229","3170260","3170260","Asclepias speciosa Torr.","Plantae","Tracheophyta","Gentianales","Apocynaceae","Asclepias","Asclepias speciosa","Asclepias","speciosa","SPECIES","ACCEPTED","NE",NA,"NA",NA,"2020","6","4","18417",NA,"2022-01-29T13:05:53.595+00:00",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","FALSE","FALSE","WGS84","Magnoliopsida","US","United States of America",NA,"q-10185560294",NA,NA,NA,"2977403607",NA,NA,"q-10185560294",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"queries","1","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA","NULL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"186","Asclepias speciosa Torr.","-105.134389","39.773559","cdround,cudc,osiic","gbif","2977407466","Asclepias speciosa Torr.","14d5676a-2c54-4f94-9023-1e8dcd822aa0","da86174a-a605-43a4-a5e8-53d484152cd3","fe1a98a6-82b8-4652-86d6-d0f938207f67","FR","DWC_ARCHIVE","2021-11-20T15:33:42.330+00:00","2022-01-29T13:05:50.762+00:00","22","da86174a-a605-43a4-a5e8-53d484152cd3","HUMAN_OBSERVATION","PRESENT","3170260","6","7707728","220","412","6701","3170229","3170260","3170260","Asclepias speciosa Torr.","Plantae","Tracheophyta","Gentianales","Apocynaceae","Asclepias","Asclepias speciosa","Asclepias","speciosa","SPECIES","ACCEPTED","NE",NA,"10",NA,"2020","6","23","18436",NA,"2022-01-29T13:05:50.762+00:00",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","FALSE","FALSE","WGS84","Magnoliopsida","US","United States of America",NA,"q-10200930760",NA,NA,NA,"2977407466",NA,NA,"q-10200930760",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"queries","1","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA","NULL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"187","Asclepias speciosa Torr.","-105.013076","39.911825","cdround,cudc,osiic","gbif","2977429812","Asclepias speciosa Torr.","14d5676a-2c54-4f94-9023-1e8dcd822aa0","da86174a-a605-43a4-a5e8-53d484152cd3","fe1a98a6-82b8-4652-86d6-d0f938207f67","FR","DWC_ARCHIVE","2021-11-20T15:33:42.330+00:00","2022-01-29T13:04:37.811+00:00","22","da86174a-a605-43a4-a5e8-53d484152cd3","HUMAN_OBSERVATION","PRESENT","3170260","6","7707728","220","412","6701","3170229","3170260","3170260","Asclepias speciosa Torr.","Plantae","Tracheophyta","Gentianales","Apocynaceae","Asclepias","Asclepias speciosa","Asclepias","speciosa","SPECIES","ACCEPTED","NE",NA,"11.13",NA,"2020","6","18","18431",NA,"2022-01-29T13:04:37.811+00:00",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","FALSE","FALSE","WGS84","Magnoliopsida","US","United States of America",NA,"q-10196560527",NA,NA,NA,"2977429812",NA,NA,"q-10196560527",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"queries","1","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA","NULL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"188","Asclepias speciosa Torr.","-111.81755","40.748294","cdround,cudc,osiic","gbif","2977434467","Asclepias speciosa Torr.","14d5676a-2c54-4f94-9023-1e8dcd822aa0","da86174a-a605-43a4-a5e8-53d484152cd3","fe1a98a6-82b8-4652-86d6-d0f938207f67","FR","DWC_ARCHIVE","2021-11-20T15:33:42.330+00:00","2022-01-29T13:04:37.661+00:00","22","da86174a-a605-43a4-a5e8-53d484152cd3","HUMAN_OBSERVATION","PRESENT","3170260","6","7707728","220","412","6701","3170229","3170260","3170260","Asclepias speciosa Torr.","Plantae","Tracheophyta","Gentianales","Apocynaceae","Asclepias","Asclepias speciosa","Asclepias","speciosa","SPECIES","ACCEPTED","NE",NA,"NA",NA,"2020","6","14","18427",NA,"2022-01-29T13:04:37.661+00:00",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","FALSE","FALSE","WGS84","Magnoliopsida","US","United States of America",NA,"q-10194175363",NA,NA,NA,"2977434467",NA,NA,"q-10194175363",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"queries","1","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA","NULL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"189","Asclepias speciosa Torr.","-112.00013","41.177783","cdround,cudc,osiic","gbif","2977434835","Asclepias speciosa Torr.","14d5676a-2c54-4f94-9023-1e8dcd822aa0","da86174a-a605-43a4-a5e8-53d484152cd3","fe1a98a6-82b8-4652-86d6-d0f938207f67","FR","DWC_ARCHIVE","2021-11-20T15:33:42.330+00:00","2022-01-29T13:05:53.003+00:00","22","da86174a-a605-43a4-a5e8-53d484152cd3","HUMAN_OBSERVATION","PRESENT","3170260","6","7707728","220","412","6701","3170229","3170260","3170260","Asclepias speciosa Torr.","Plantae","Tracheophyta","Gentianales","Apocynaceae","Asclepias","Asclepias speciosa","Asclepias","speciosa","SPECIES","ACCEPTED","NE",NA,"NA",NA,"2020","6","16","18429",NA,"2022-01-29T13:05:53.003+00:00",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","FALSE","FALSE","WGS84","Magnoliopsida","US","United States of America",NA,"q-10195759054",NA,NA,NA,"2977434835",NA,NA,"q-10195759054",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"queries","1","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA","NULL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"190","Asclepias speciosa Torr.","-122.753947","42.226759","cdround,cudc,osiic","gbif","2977439249","Asclepias speciosa Torr.","14d5676a-2c54-4f94-9023-1e8dcd822aa0","da86174a-a605-43a4-a5e8-53d484152cd3","fe1a98a6-82b8-4652-86d6-d0f938207f67","FR","DWC_ARCHIVE","2021-11-20T15:33:42.330+00:00","2022-01-29T13:04:41.901+00:00","22","da86174a-a605-43a4-a5e8-53d484152cd3","HUMAN_OBSERVATION","PRESENT","3170260","6","7707728","220","412","6701","3170229","3170260","3170260","Asclepias speciosa Torr.","Plantae","Tracheophyta","Gentianales","Apocynaceae","Asclepias","Asclepias speciosa","Asclepias","speciosa","SPECIES","ACCEPTED","NE",NA,"5",NA,"2020","6","22","18435",NA,"2022-01-29T13:04:41.901+00:00",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","FALSE","FALSE","WGS84","Magnoliopsida","US","United States of America",NA,"q-10200180493",NA,NA,NA,"2977439249",NA,NA,"q-10200180493",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"queries","1","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA","NULL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"191","Asclepias speciosa Torr.","-107.896309","38.485133","cdround,cudc,osiic","gbif","2977456825","Asclepias speciosa Torr.","14d5676a-2c54-4f94-9023-1e8dcd822aa0","da86174a-a605-43a4-a5e8-53d484152cd3","fe1a98a6-82b8-4652-86d6-d0f938207f67","FR","DWC_ARCHIVE","2021-11-20T15:33:42.330+00:00","2022-01-29T13:04:32.368+00:00","22","da86174a-a605-43a4-a5e8-53d484152cd3","HUMAN_OBSERVATION","PRESENT","3170260","6","7707728","220","412","6701","3170229","3170260","3170260","Asclepias speciosa Torr.","Plantae","Tracheophyta","Gentianales","Apocynaceae","Asclepias","Asclepias speciosa","Asclepias","speciosa","SPECIES","ACCEPTED","NE",NA,"NA",NA,"2020","6","10","18423",NA,"2022-01-29T13:04:32.368+00:00",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","FALSE","FALSE","WGS84","Magnoliopsida","US","United States of America",NA,"q-10190580625",NA,NA,NA,"2977456825",NA,NA,"q-10190580625",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"queries","1","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA","NULL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"192","Asclepias speciosa Torr.","-123.245675","44.040933","cdround,cudc,osiic","gbif","2977460812","Asclepias speciosa Torr.","14d5676a-2c54-4f94-9023-1e8dcd822aa0","da86174a-a605-43a4-a5e8-53d484152cd3","fe1a98a6-82b8-4652-86d6-d0f938207f67","FR","DWC_ARCHIVE","2021-11-20T15:33:42.330+00:00","2022-01-29T13:05:36.039+00:00","22","da86174a-a605-43a4-a5e8-53d484152cd3","HUMAN_OBSERVATION","PRESENT","3170260","6","7707728","220","412","6701","3170229","3170260","3170260","Asclepias speciosa Torr.","Plantae","Tracheophyta","Gentianales","Apocynaceae","Asclepias","Asclepias speciosa","Asclepias","speciosa","SPECIES","ACCEPTED","NE",NA,"9.04",NA,"2020","6","30","18443",NA,"2022-01-29T13:05:36.039+00:00",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","FALSE","FALSE","WGS84","Magnoliopsida","US","United States of America",NA,"q-10206702765",NA,NA,NA,"2977460812",NA,NA,"q-10206702765",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"queries","1","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA","NULL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"193","Asclepias speciosa Torr.","-104.746197","39.942918","cdround,cudc,osiic","gbif","2977462308","Asclepias speciosa Torr.","14d5676a-2c54-4f94-9023-1e8dcd822aa0","da86174a-a605-43a4-a5e8-53d484152cd3","fe1a98a6-82b8-4652-86d6-d0f938207f67","FR","DWC_ARCHIVE","2021-11-20T15:33:42.330+00:00","2022-01-29T13:05:54.490+00:00","22","da86174a-a605-43a4-a5e8-53d484152cd3","HUMAN_OBSERVATION","PRESENT","3170260","6","7707728","220","412","6701","3170229","3170260","3170260","Asclepias speciosa Torr.","Plantae","Tracheophyta","Gentianales","Apocynaceae","Asclepias","Asclepias speciosa","Asclepias","speciosa","SPECIES","ACCEPTED","NE",NA,"13.65",NA,"2020","6","27","18440",NA,"2022-01-29T13:05:54.490+00:00",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","FALSE","FALSE","WGS84","Magnoliopsida","US","United States of America",NA,"q-10204288425",NA,NA,NA,"2977462308",NA,NA,"q-10204288425",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"queries","1","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA","NULL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"194","Asclepias speciosa Torr.","-104.975297","39.834805","cdround,cudc,osiic","gbif","2977468209","Asclepias speciosa Torr.","14d5676a-2c54-4f94-9023-1e8dcd822aa0","da86174a-a605-43a4-a5e8-53d484152cd3","fe1a98a6-82b8-4652-86d6-d0f938207f67","FR","DWC_ARCHIVE","2021-11-20T15:33:42.330+00:00","2022-01-29T13:04:38.666+00:00","22","da86174a-a605-43a4-a5e8-53d484152cd3","HUMAN_OBSERVATION","PRESENT","3170260","6","7707728","220","412","6701","3170229","3170260","3170260","Asclepias speciosa Torr.","Plantae","Tracheophyta","Gentianales","Apocynaceae","Asclepias","Asclepias speciosa","Asclepias","speciosa","SPECIES","ACCEPTED","NE",NA,"6.43",NA,"2020","6","24","18437",NA,"2022-01-29T13:04:38.666+00:00",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","FALSE","FALSE","WGS84","Magnoliopsida","US","United States of America",NA,"q-10201643726",NA,NA,NA,"2977468209",NA,NA,"q-10201643726",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"queries","1","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA","NULL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"195","Asclepias speciosa Torr.","-107.511239","39.564287","cdround,cudc,osiic","gbif","2977470017","Asclepias speciosa Torr.","14d5676a-2c54-4f94-9023-1e8dcd822aa0","da86174a-a605-43a4-a5e8-53d484152cd3","fe1a98a6-82b8-4652-86d6-d0f938207f67","FR","DWC_ARCHIVE","2021-11-20T15:33:42.330+00:00","2022-01-29T13:04:40.655+00:00","22","da86174a-a605-43a4-a5e8-53d484152cd3","HUMAN_OBSERVATION","PRESENT","3170260","6","7707728","220","412","6701","3170229","3170260","3170260","Asclepias speciosa Torr.","Plantae","Tracheophyta","Gentianales","Apocynaceae","Asclepias","Asclepias speciosa","Asclepias","speciosa","SPECIES","ACCEPTED","NE",NA,"65",NA,"2020","6","16","18429",NA,"2022-01-29T13:04:40.655+00:00",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","FALSE","FALSE","WGS84","Magnoliopsida","US","United States of America",NA,"q-10195722211",NA,NA,NA,"2977470017",NA,NA,"q-10195722211",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"queries","1","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA","NULL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"196","Asclepias speciosa Torr.","-119.455264","49.013566","cdround,cudc,osiic","gbif","2977470730","Asclepias speciosa Torr.","14d5676a-2c54-4f94-9023-1e8dcd822aa0","da86174a-a605-43a4-a5e8-53d484152cd3","fe1a98a6-82b8-4652-86d6-d0f938207f67","FR","DWC_ARCHIVE","2021-11-20T15:33:42.330+00:00","2022-01-29T13:05:36.465+00:00","22","da86174a-a605-43a4-a5e8-53d484152cd3","HUMAN_OBSERVATION","PRESENT","3170260","6","7707728","220","412","6701","3170229","3170260","3170260","Asclepias speciosa Torr.","Plantae","Tracheophyta","Gentianales","Apocynaceae","Asclepias","Asclepias speciosa","Asclepias","speciosa","SPECIES","ACCEPTED","NE",NA,"7.44",NA,"2020","6","29","18442",NA,"2022-01-29T13:05:36.465+00:00",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","FALSE","FALSE","WGS84","Magnoliopsida","CA","Canada",NA,"q-10205667133",NA,NA,NA,"2977470730",NA,NA,"q-10205667133",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"queries","1","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA","NULL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"197","Asclepias speciosa Torr.","-116.227778","43.611389","cdround,cudc,osiic","gbif","2977472634","Asclepias speciosa Torr.","14d5676a-2c54-4f94-9023-1e8dcd822aa0","da86174a-a605-43a4-a5e8-53d484152cd3","fe1a98a6-82b8-4652-86d6-d0f938207f67","FR","DWC_ARCHIVE","2021-11-20T15:33:42.330+00:00","2022-01-29T13:04:41.857+00:00","22","da86174a-a605-43a4-a5e8-53d484152cd3","HUMAN_OBSERVATION","PRESENT","3170260","6","7707728","220","412","6701","3170229","3170260","3170260","Asclepias speciosa Torr.","Plantae","Tracheophyta","Gentianales","Apocynaceae","Asclepias","Asclepias speciosa","Asclepias","speciosa","SPECIES","ACCEPTED","NE",NA,"NA",NA,"2020","6","21","18434",NA,"2022-01-29T13:04:41.857+00:00",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","FALSE","FALSE","WGS84","Magnoliopsida","US","United States of America",NA,"q-10198994591",NA,NA,NA,"2977472634",NA,NA,"q-10198994591",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"queries","1","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA","NULL",NA,NA,NA,NA,NA,NA,NA,NA,NA
